slab,tile,gz,gy,gx,lz,ly,lx,orig_id,assigned_A,assigned_B,thickness_ratio,confidence,tier,mega_size_frac,mega_size_vox,scorable,mass_context
z896,tile_y1344_x448,1068,1700,710,172,356,262,2383,541,2261,2.67,0.359,1,0.0741,640049,1,0.7749092601209865
z896,tile_y1344_x448,1068,1712,762,172,368,314,2282,490,2369,2.92,0.246,1,0.0741,640049,1,0.9073094383832467
z896,tile_y1792_x1344,943,1851,1546,47,59,202,934,942,887,4.5,0.451,2,0.0757,449744,1,1.0648760539203312
z896,tile_y1792_x1344,1007,1850,1653,111,58,309,1290,1275,1313,5.17,0.533,2,0.0757,449744,1,1.345507115066887
z896,tile_y1792_x1344,1009,1883,1590,113,91,246,1348,1087,1372,1.83,0.418,2,0.0757,449744,1,1.1361758630864562
z896,tile_y1792_x1344,1023,1859,1806,127,67,462,1194,1444,1398,3.5,0.534,2,0.1016,603810,1,0.8882009397093049
z896,tile_y1792_x1792,950,1853,2053,54,61,261,1237,1222,1277,4.83,0.459,1,0.3491,2024268,1,1.0976765515132987
z896,tile_y1792_x1792,951,2149,1978,55,357,186,40,234,332,3.83,0.288,2,0.032,256977,1,0.8678121778824915
z896,tile_y1792_x1792,975,1826,2067,79,34,275,1277,335,1285,4.67,0.332,2,0.3491,2024268,1,1.0725051577901734
z896,tile_y1792_x1792,976,2163,1929,80,371,137,40,329,228,2.17,0.517,2,0.032,256977,1,0.8760312315851503
z896,tile_y1792_x1792,979,2174,1960,83,382,168,40,546,385,2.67,0.146,2,0.032,256977,1,0.9294188242700874
z896,tile_y1792_x1792,998,1920,2053,102,128,261,453,451,1327,2.5,0.236,2,0.3491,2024268,1,0.7191514094739901
z896,tile_y1792_x1792,1056,2008,2132,160,216,340,602,626,644,2.5,0.248,2,0.0313,292606,1,0.722287026236368
z8960,tile_y1344_x1344,9001,1590,1796,41,246,452,1178,1196,1209,5.17,0.431,1,0.1545,1457933,1,1.1233480867627208
z8960,tile_y1344_x2240,9008,1710,2604,48,366,364,1403,1415,1381,4.46,0.47,1,0.0449,432621,1,1.2373848987108655
z8960,tile_y1344_x448,9079,1758,869,119,414,421,497,467,503,7.0,0.456,1,0.2348,1394961,1,1.0018080243778569
z8960,tile_y1792_x0,9016,2267,461,56,475,461,163,143,150,3.57,0.41,1,0.1379,106527,1,0.9021024485834112
z8960,tile_y1792_x0,9092,2148,414,132,356,414,205,197,69,3.71,0.296,1,0.4655,402438,1,0.8989928430324816
z8960,tile_y1792_x1344,9042,2235,1754,82,443,410,1783,1711,1692,3.25,0.255,2,0.1016,317251,1,1.2050448301073613
z8960,tile_y1792_x1344,9070,2054,1597,110,262,253,1806,1784,1955,1.75,0.221,2,0.0721,225084,1,0.8623265164944443
z8960,tile_y1792_x1344,9071,2123,1822,111,331,478,1796,1855,2058,2.12,0.505,2,0.0721,225084,1,0.9740477226711072
z8960,tile_y1792_x1344,9073,2183,1708,113,391,364,1930,1759,1943,1.62,0.348,2,0.1136,354399,1,0.9884724509434336
z8960,tile_y1792_x1344,9084,2131,1805,124,339,461,1895,1840,2003,2.75,0.332,2,0.0721,225084,1,1.0190900323367562
z8960,tile_y1792_x1344,9086,2106,1682,126,314,338,1953,1764,1853,2.12,0.464,2,0.0721,225084,1,0.9669220438984656
z8960,tile_y1792_x1344,9093,2152,1695,133,360,351,2805,672,2002,1.75,0.149,2,0.4488,2910868,1,0.9332084385436181
z8960,tile_y1792_x1344,9129,2112,1798,169,320,454,2465,2147,2164,1.88,0.296,2,0.4488,2910868,1,1.0437066140097306
z8960,tile_y1792_x1344,9134,2191,1745,174,399,401,2204,2279,2159,2.12,0.603,2,0.4488,2910868,1,0.958545386283998
z8960,tile_y1792_x1344,9145,2243,1507,185,451,163,2367,2409,1897,1.88,0.5,2,0.4302,1814830,1,1.0631384821727954
z8960,tile_y1792_x1344,9146,2243,1805,186,451,461,2494,2341,2446,1.88,0.326,2,0.4488,2910868,1,0.9109881438918788
z8960,tile_y1792_x1344,9157,2090,1749,197,298,405,2187,2344,2370,2.75,0.446,2,0.4488,2910868,1,0.9919729463017787
z8960,tile_y1792_x1344,9161,2175,1626,201,383,282,2589,2523,2632,3.5,0.521,2,0.4488,2910868,1,0.9906843060113745
z8960,tile_y1792_x1344,9162,2065,1497,202,273,153,2488,2602,2448,2.62,0.397,2,0.4302,1814830,1,0.9711329749467492
z8960,tile_y1792_x1344,9173,2195,1691,213,403,347,2847,2674,1325,1.62,0.665,2,0.4488,2910868,1,0.9131123890029057
z8960,tile_y1792_x1344,9173,2198,1814,213,406,470,2608,2695,2666,1.88,0.362,2,0.4488,2910868,1,0.9924354819818061
z8960,tile_y1792_x1344,9174,2140,1487,214,348,143,2741,2664,2518,3.62,0.417,2,0.4302,1814830,1,1.0351839550879598
z8960,tile_y1792_x448,8999,1936,789,39,144,341,1272,1190,1183,1.86,0.532,2,0.2348,1394961,1,0.9255329514010678
z8960,tile_y1792_x448,9014,2003,792,54,211,344,1272,1170,278,2.57,0.12,2,0.2348,1394961,1,0.9782552031118419
z8960,tile_y1792_x448,9026,1838,850,66,46,402,1276,1379,1186,3.29,0.569,2,0.2348,1394961,1,0.9225892892852857
z8960,tile_y1792_x448,9031,1908,803,71,116,355,1379,405,1246,1.86,0.241,2,0.2348,1394961,1,0.9974609500546378
z8960,tile_y1792_x448,9048,2086,677,88,294,229,1437,309,1282,2.86,0.375,2,0.0389,258860,1,0.9057686383240912
z8960,tile_y1792_x448,9052,1888,761,92,96,313,1379,1328,1378,3.71,0.368,2,0.2348,1394961,1,0.9367463404147204
z8960,tile_y1792_x448,9052,2018,661,92,226,213,1437,435,358,3.0,0.568,2,0.2348,1394961,1,1.0279808709247253
z8960,tile_y1792_x448,9053,1988,778,93,196,330,1379,1342,1308,2.0,0.512,2,0.2348,1394961,1,1.0201362538806484
z8960,tile_y1792_x448,9068,2252,729,108,460,281,356,361,75,1.86,0.207,2,0.0446,296817,1,0.7768283701871329
z8960,tile_y1792_x448,9110,2144,591,150,352,143,1445,1479,666,2.43,0.323,2,0.0464,278470,1,0.9613058562572279
z8960,tile_y1792_x448,9181,1898,687,221,106,239,1646,993,1565,1.86,0.207,2,0.1587,832038,1,1.0141920827240443
z8960,tile_y2240_x0,9033,2294,463,73,54,463,38,59,44,1.86,0.426,1,0.1379,106527,1,0.8293334628837933
z8960,tile_y2240_x1344,9078,2275,1775,118,35,431,158,9,394,4.0,0.242,1,0.1016,317251,1,1.141292884869971
z8960,tile_y2240_x448,9051,2298,684,91,58,236,422,391,372,4.5,0.454,1,0.0446,296817,1,0.97217056748958
z8960,tile_y2240_x448,9063,2331,679,103,91,231,422,399,365,4.5,0.42,1,0.0446,296817,1,1.0370942325874566
z8960,tile_y896_x1344,9016,1368,1654,56,472,310,394,413,424,6.33,0.346,1,0.5675,2531094,1,1.1755485240850994
z9184,tile_y1344_x0,9381,1793,464,197,449,464,48,72,57,1.62,0.124,1,0.1389,187179,1,1.0498009983810037
z9184,tile_y1344_x1792,9376,1650,1843,192,306,51,935,949,899,4.67,0.317,2,0.0366,335283,1,0.8036285349998955
z9184,tile_y1792_x0,9232,2007,468,48,215,468,5,66,298,3.5,0.511,2,0.0544,19207,1,1.004853753738531
z9184,tile_y1792_x0,9253,2177,451,69,385,451,296,276,299,3.0,0.413,2,0.1002,80372,1,1.0007951365823218
z9184,tile_y1792_x0,9284,2169,451,100,377,451,308,109,296,1.75,0.19,2,0.1002,80372,1,0.9787881591119334
z9184,tile_y1792_x0,9289,2152,443,105,360,443,355,309,320,3.5,0.495,2,0.253,202912,1,0.941316215123332
z9184,tile_y1792_x0,9366,2170,456,182,378,456,156,167,412,1.62,0.371,2,0.0885,74472,1,0.8871898892182868
z9184,tile_y1792_x0,9375,1992,474,191,200,474,436,175,520,1.88,0.49,2,0.3137,422860,1,0.8840209839784489
z9184,tile_y1792_x0,9378,2006,454,194,214,454,456,201,520,1.62,0.386,2,0.3137,422860,1,0.9053086222718749
z9184,tile_y1792_x0,9404,1950,438,220,158,438,520,203,495,1.75,0.484,2,0.3137,422860,1,0.8998403504103814
z9184,tile_y1792_x1792,9342,2255,2231,158,463,439,494,1403,643,4.33,0.247,2,0.5238,4688218,1,1.0525428260020153
z9184,tile_y1792_x1792,9352,2146,2109,168,354,317,1457,1485,1425,2.17,0.503,2,0.2474,2345693,1,0.9236769224111818
z9184,tile_y1792_x1792,9357,2249,1918,173,457,126,1468,841,1512,4.0,0.286,2,0.0975,877883,1,1.1222169145135832
z9184,tile_y1792_x1792,9361,2118,2072,177,326,280,1483,1579,1533,2.0,0.268,2,0.2474,2345693,1,0.8512896050021043
z9184,tile_y1792_x1792,9361,2185,1971,177,393,179,1495,1385,1466,4.33,0.406,2,0.0975,877883,1,1.1071203117177126
z9184,tile_y1792_x1792,9371,2246,1965,187,454,173,1588,1417,1689,2.67,0.405,2,0.0975,877883,1,0.9943651731345996
z9184,tile_y1792_x1792,9390,2234,1920,206,442,128,1689,1656,1709,2.17,0.303,2,0.0975,877883,1,0.9790276582006027
z9184,tile_y1792_x2240,9225,2170,2649,41,378,409,1037,132,14,2.57,0.331,2,0.4432,1748243,1,0.9385378418370143
z9184,tile_y1792_x2240,9249,2233,2554,65,441,314,1117,155,1147,1.86,0.254,2,0.5238,4688218,1,0.9819211272845649
z9184,tile_y1792_x2240,9261,2268,2486,77,476,246,1196,30,1252,2.43,0.562,2,0.5238,4688218,1,1.0871553426955651
z9184,tile_y1792_x2240,9264,2150,2545,80,358,305,1199,1197,1256,2.86,0.596,2,0.5238,4688218,1,1.0485731692936597
z9184,tile_y1792_x2240,9276,1990,2597,92,198,357,9,257,369,2.43,0.542,2,0.0348,293786,1,0.6996510468594217
z9184,tile_y1792_x2240,9290,2264,2506,106,472,266,1419,1397,310,2.43,0.249,2,0.5238,4688218,1,0.988460606060606
z9184,tile_y1792_x2240,9315,2174,2539,131,382,299,1741,413,1783,1.86,0.467,2,0.5238,4688218,1,0.932402355675484
z9184,tile_y1792_x2240,9330,2167,2509,146,375,269,1783,1619,1741,2.14,0.67,2,0.5238,4688218,1,0.9687960215994706
z9184,tile_y1792_x2240,9339,1976,2693,155,184,453,591,637,509,1.86,0.304,2,0.0348,293786,1,0.6960132323852397
z9184,tile_y1792_x2240,9389,2154,2418,205,362,178,2043,2468,2070,2.86,0.372,2,0.2474,2345693,1,0.8961942257217848
z9184,tile_y1792_x2240,9391,2085,2357,207,293,117,2468,2222,2269,2.29,0.878,2,0.2474,2345693,1,1.0877074383409293
z9184,tile_y1792_x2240,9400,2056,2375,216,264,135,2221,2281,2222,2.14,0.377,2,0.2474,2345693,1,0.9502624117753514
z9184,tile_y1792_x2688,9293,2164,2825,109,372,137,757,712,602,4.33,0.273,1,0.4432,1748243,1,0.9982942643391521
z9184,tile_y1792_x896,9227,2209,1185,43,417,289,1650,1723,1715,4.14,0.487,1,0.1863,1150605,1,1.1248329271169117
z9184,tile_y2240_x1344,9328,2359,1468,144,119,124,665,728,778,7.0,0.561,1,0.0312,192690,1,1.1280989710926017
z9184,tile_y2240_x1792,9266,2415,2122,82,175,330,1158,150,858,1.78,0.396,2,0.5238,4688218,1,1.0388747931605073
z9184,tile_y2240_x1792,9278,2333,2059,94,93,267,918,1035,933,1.67,0.37,2,0.5238,4688218,1,0.8779010596475824
z9184,tile_y2240_x1792,9285,2389,2170,101,149,378,947,1158,1029,2.78,0.509,2,0.5238,4688218,1,0.9708056587489211
z9184,tile_y2240_x1792,9295,2362,2035,111,122,243,1158,1059,1097,1.89,0.636,2,0.0418,302677,1,0.9892571964166622
z9184,tile_y2240_x1792,9296,2323,2201,112,83,409,1036,1102,1044,3.0,0.515,2,0.5238,4688218,1,0.9909500450495545
z9184,tile_y2240_x1792,9313,2324,2036,129,84,244,1149,1127,1077,3.11,0.228,2,0.0418,302677,1,0.997776405188388
z9184,tile_y2240_x1792,9319,2312,2056,135,72,264,1214,1136,1149,2.0,0.361,2,0.5238,4688218,1,1.0711183609010058
z9184,tile_y2240_x1792,9343,2330,1997,159,90,205,1415,1299,1341,2.89,0.286,2,0.0418,302677,1,1.0038881651468083
z9184,tile_y2240_x1792,9360,2499,2014,176,259,222,1570,1357,1445,2.44,0.424,2,0.0431,388195,1,1.3845351066669902
z9184,tile_y2240_x1792,9363,2472,2002,179,232,210,1516,1570,1428,3.11,0.346,2,0.0431,388195,1,1.1770622912973574
z9184,tile_y2240_x1792,9369,2434,2214,185,194,422,1510,514,1491,1.67,0.548,2,0.1677,1589856,1,0.8945622713746897
z9184,tile_y2240_x1792,9393,2535,1940,209,295,148,1603,1513,1640,2.0,0.295,2,0.0431,388195,1,1.0251086896703538
z9184,tile_y2240_x2688,9383,2279,2768,199,39,80,160,30,45,2.36,0.275,1,0.1324,512954,1,1.1346153846153846
z9184,tile_y2240_x896,9357,2287,1118,173,47,222,833,815,858,3.11,0.498,1,0.4791,3333008,1,1.133995755354042
z9408,tile_y1344_x1792,9459,1635,2095,51,291,303,1546,309,1585,3.57,0.38,2,0.0339,306211,1,0.8732612781954887
z9408,tile_y1344_x1792,9461,1704,2197,53,360,405,1553,1569,1580,4.67,0.206,1,0.0339,306211,1,0.8175763664099416
z9408,tile_y1344_x1792,9463,1715,2171,55,371,379,1581,448,1587,2.14,0.413,2,0.0339,306211,1,0.8412229385546004
z9408,tile_y1344_x1792,9466,1644,2094,58,300,302,1585,1625,1563,2.0,0.644,2,0.0339,306211,1,0.9206629648325761
z9408,tile_y1344_x1792,9563,1377,1876,155,33,84,464,928,933,1.71,0.528,2,0.0633,323440,1,0.7552606077386309
z9408,tile_y1344_x1792,9564,1791,1858,156,447,66,1745,1749,1756,1.86,0.429,2,0.0644,580066,1,0.8771484001420882
z9408,tile_y1344_x1792,9568,1821,1910,160,477,118,1768,1782,1757,1.86,0.109,2,0.0644,580066,1,0.8215858338051205
z9408,tile_y1344_x896,9629,1421,979,221,77,83,2067,2018,1956,4.29,0.406,1,0.1469,457345,1,1.0564106198991474
z9408,tile_y1792_x0,9526,2019,365,118,227,365,331,464,132,3.71,0.684,1,0.2988,547714,1,1.1326121607050772
z9408,tile_y1792_x0,9561,2029,411,153,237,411,464,443,463,3.71,0.26,1,0.2988,547714,1,0.9346425643228048
z9408,tile_y1792_x0,9563,2008,407,155,216,407,498,442,463,4.0,0.465,1,0.2988,547714,1,0.8934147685525349
z9408,tile_y1792_x1344,9511,2004,1474,103,212,130,1779,659,1733,2.57,0.308,2,0.0399,341857,1,0.7976111784363409
z9408,tile_y1792_x2688,9484,2248,2791,76,456,103,120,91,57,4.5,0.313,2,0.0484,236143,1,0.8595720987969843
z9408,tile_y1792_x2688,9535,2079,2722,127,287,34,165,285,190,3.17,0.4,2,0.0501,244742,1,0.6095326210231004
z9408,tile_y1792_x2688,9550,2152,2779,142,360,91,165,272,108,3.17,0.24,2,0.0501,244742,1,0.9248052670623146
z9408,tile_y1792_x2688,9553,2125,2745,145,333,57,165,315,204,4.0,0.244,2,0.0501,244742,1,0.9256650451199884
z9408,tile_y1792_x2688,9576,2115,2721,168,323,33,165,285,377,3.0,0.256,2,0.0501,244742,1,0.8160922684172137
z9408,tile_y1792_x2688,9623,2075,2772,215,283,84,379,503,165,2.0,0.263,2,0.0592,333109,1,0.7329258222392299
z9408,tile_y1792_x2688,9626,1960,2853,218,168,165,423,571,467,2.83,0.371,2,0.0339,275040,1,0.571881729817822
z9408,tile_y1792_x448,9592,2126,685,184,334,237,2090,1870,1981,4.29,0.274,1,0.1377,593718,1,1.052230827969892
z9408,tile_y1792_x896,9452,2239,1128,44,447,232,1675,1632,1702,5.0,0.469,1,0.4791,3333008,1,0.8933715621263181
z9408,tile_y1792_x896,9518,2244,1333,110,452,437,1915,1921,1941,2.57,0.525,2,0.3181,2360806,1,1.1011761855465738
z9408,tile_y1792_x896,9527,2227,1310,119,435,414,1941,1940,1921,3.71,0.47,2,0.3181,2360806,1,1.0802152397424811
z9408,tile_y1792_x896,9528,2249,1109,120,457,213,1957,1994,1898,3.86,0.438,2,0.3181,2360806,1,1.1042025015395722
z9408,tile_y1792_x896,9552,2260,1109,144,468,213,2019,1994,965,3.0,0.37,2,0.3181,2360806,1,1.1612092966953154
z9408,tile_y2240_x1344,9554,2333,1759,146,93,415,1406,1445,1427,2.71,0.348,2,0.1073,950806,1,0.9578933060080721
z9408,tile_y2240_x1344,9563,2392,1819,155,152,475,1457,1512,1483,2.71,0.356,2,0.1073,950806,1,0.9744090799582408
z9408,tile_y2240_x1344,9564,2329,1679,156,89,335,1465,1454,1494,2.24,0.49,2,0.1073,950806,1,1.089181170886076
z9408,tile_y2240_x1344,9572,2292,1712,164,52,368,1508,1481,1518,4.47,0.407,2,0.1073,950806,1,0.8885334645669292
z9408,tile_y2240_x1344,9581,2330,1696,173,90,352,1567,1566,1449,3.18,0.465,2,0.1073,950806,1,1.0362424242424242
z9408,tile_y2240_x1344,9615,2495,1432,207,255,88,1722,1631,1636,4.47,0.328,2,0.0445,356021,1,1.3939359300431515
z9408,tile_y2240_x1792,9442,2433,1938,34,193,146,1107,1022,1156,2.57,0.449,2,0.0363,327097,1,0.9787723205080622
z9408,tile_y2240_x1792,9458,2414,1908,50,174,116,1158,1156,1022,3.86,0.576,2,0.0363,327097,1,0.9074536597448706
z9408,tile_y2240_x1792,9511,2364,2002,103,124,210,1289,1315,1332,3.71,0.344,2,0.0384,340010,1,0.9721013845023141
z9408,tile_y2240_x1792,9533,2392,2024,125,152,232,1366,1285,1387,4.14,0.783,2,0.0384,340010,1,0.9058347847723315
z9408,tile_y2240_x1792,9562,2338,1932,154,98,140,1399,1457,1424,2.14,0.284,2,0.0384,340010,1,0.9914004312034497
z9408,tile_y2240_x1792,9566,2319,1906,158,79,114,1441,1422,1425,3.29,0.399,2,0.0384,340010,1,1.0438009137276705
z9408,tile_y2240_x1792,9582,2347,1936,174,107,144,1457,1448,1478,2.14,0.792,2,0.0384,340010,1,0.91704169671051
z9408,tile_y2240_x448,9618,2318,909,210,78,461,269,264,265,4.43,0.52,2,0.3298,1763651,1,1.166174377701995
z9408,tile_y2240_x896,9523,2288,1234,115,48,338,808,909,151,3.46,0.322,1,0.3181,2360806,1,0.9550601143924361
z9632,tile_y1344_x1344,9733,1391,1679,101,47,335,1888,1864,490,2.29,0.265,2,0.0752,460375,1,0.7774599765716517
z9632,tile_y1344_x1344,9754,1407,1653,122,63,309,1910,790,1885,2.14,0.431,2,0.0752,460375,1,0.8214432396911451
z9632,tile_y1344_x1344,9765,1416,1712,133,72,368,1920,1918,1894,2.57,0.271,2,0.0752,460375,1,0.9881420199931058
z9632,tile_y1344_x1344,9819,1525,1646,187,181,302,2064,1279,1257,2.14,0.123,2,0.0752,460375,1,0.8655912787219427
z9632,tile_y1344_x1344,9840,1380,1422,208,36,78,956,1441,1428,4.43,0.235,1,0.0797,615411,1,0.8007408337518834
z9632,tile_y1344_x2240,9819,1522,2608,187,178,368,1577,1732,1756,4.83,0.442,1,0.3825,766747,1,1.0896220930232559
z9632,tile_y1344_x2688,9743,1514,2816,111,170,128,913,771,835,5.0,0.334,1,0.148,296676,1,0.9222515531483968
z9632,tile_y1344_x896,9698,1636,1226,66,292,330,79,622,469,2.12,0.181,2,0.078,705665,1,0.8711945794108715
z9632,tile_y1344_x896,9710,1383,1114,78,39,218,1976,455,1958,2.62,0.258,2,0.0557,378944,1,0.9774552963601707
z9632,tile_y1344_x896,9726,1428,1050,94,84,154,2007,1963,1994,3.0,0.562,2,0.0557,378944,1,0.9690364045569503
z9632,tile_y1344_x896,9753,1644,1002,121,300,106,2121,2036,2074,2.0,0.35,2,0.0386,358043,1,0.9635099815240413
z9632,tile_y1792_x0,9686,1992,344,54,200,344,394,71,406,6.43,0.157,1,0.1058,253884,1,0.899554184538021
z9632,tile_y1792_x1344,9809,1835,1689,177,43,345,1793,1810,1777,3.71,0.548,2,0.0958,902974,1,1.0175319453131981
z9632,tile_y1792_x1344,9815,1882,1800,183,90,456,1814,1813,1790,2.43,0.554,2,0.0958,902974,1,1.0704426280074029
z9632,tile_y1792_x1344,9820,1890,1782,188,98,438,1804,1803,1800,4.57,0.367,2,0.0958,902974,1,1.0277968354701772
z9632,tile_y1792_x2688,9668,2029,2944,36,237,256,828,694,754,4.5,0.574,1,0.0339,275040,1,0.8726632484089141
z9632,tile_y1792_x2688,9808,1904,2844,176,112,156,1005,386,1001,4.67,0.339,1,0.0586,503640,1,0.809519613027045
z9632,tile_y1792_x448,9674,2150,625,42,358,177,1516,1326,1564,4.56,0.359,1,0.3298,1763651,1,1.1174044542205115
z9632,tile_y1792_x896,9672,2270,986,40,478,90,1390,140,1434,2.57,0.345,2,0.0495,264648,1,0.90771303087929
z9632,tile_y1792_x896,9677,2127,983,45,335,87,1368,1360,1410,3.0,0.377,2,0.044,235139,1,1.0308017432056589
z9632,tile_y1792_x896,9689,2171,1066,57,379,170,1465,1572,1552,3.43,0.31,2,0.0424,339500,1,1.028756891758164
z9632,tile_y1792_x896,9704,2020,948,72,228,52,1562,1492,1587,2.29,0.461,2,0.0368,332844,1,0.8877661682204009
z9632,tile_y1792_x896,9711,1993,936,79,201,40,1561,1633,1651,3.71,0.318,2,0.0368,332844,1,0.9800430574607529
z9632,tile_y1792_x896,9804,2013,1011,172,221,115,1862,1842,721,3.43,0.182,2,0.0831,771286,1,0.826401645969579
z9632,tile_y2240_x1792,9666,2336,2231,34,96,439,624,567,668,5.2,0.399,1,0.0384,316111,1,0.9669318159443974
z9632,tile_y2240_x896,9729,2480,1246,97,240,350,975,989,1019,2.38,0.551,2,0.075,696899,1,1.099006431398417
z9632,tile_y2240_x896,9752,2515,1184,120,275,288,1003,1236,1002,1.88,0.424,2,0.075,696899,1,1.0850897846869592
z9632,tile_y2240_x896,9763,2456,1093,131,216,197,1069,1048,1098,7.0,0.268,1,0.075,696899,1,1.1585804677866052
z9632,tile_y2240_x896,9773,2496,1137,141,256,241,1236,1164,1061,4.29,0.239,1,0.075,696899,1,1.0761852617917833
z9632,tile_y2240_x896,9776,2500,1193,144,260,297,1236,1137,1139,2.0,0.569,2,0.075,696899,1,0.9988107340839775
z9632,tile_y2240_x896,9797,2468,1237,165,228,341,1175,375,1218,1.75,0.541,2,0.0402,373369,1,0.8083320439424416
z9632,tile_y2240_x896,9798,2443,1270,166,203,374,1155,1136,1246,3.25,0.603,2,0.0402,373369,1,0.9003509827517048
z9632,tile_y2240_x896,9807,2455,1312,175,215,416,1258,1213,1209,2.0,0.423,2,0.0402,373369,1,0.974671772428884
z9632,tile_y2240_x896,9815,2464,1227,183,224,331,1218,445,552,1.75,0.453,2,0.0402,373369,1,0.8373862986401963
z9632,tile_y2240_x896,9816,2565,1241,184,325,345,513,426,642,2.12,0.196,2,0.1031,40748,1,0.8345299420476497
z9632,tile_y2240_x896,9819,2535,1146,187,295,250,1235,641,1236,3.25,0.321,2,0.075,696899,1,0.9443202579258463
z9632,tile_y2240_x896,9823,2319,1227,191,79,331,519,583,530,2.75,0.189,2,0.0304,282860,1,0.8323457256086054
z9632,tile_y2240_x896,9826,2456,1107,194,216,211,1321,1259,1261,1.75,0.146,2,0.075,696899,1,0.9123037442664026
z9632,tile_y2240_x896,9827,2400,1136,195,160,240,1245,611,1347,1.88,0.425,2,0.0402,373369,1,0.8377704769457347
z9632,tile_y2240_x896,9837,2402,1177,205,162,281,1245,1347,1330,2.25,0.599,2,0.0402,373369,1,1.0443098168261276
z9632,tile_y2240_x896,9855,2376,1184,223,136,288,1394,622,519,1.75,0.209,2,0.0402,373369,1,0.8687536743092299
z9632,tile_y896_x1344,9754,1306,1671,122,410,327,71,189,295,3.71,0.202,2,0.0321,196673,1,0.840182387493429
z9632,tile_y896_x1344,9761,1334,1802,129,438,458,789,197,767,2.0,0.516,2,0.0599,366849,1,0.9165702032373759
z9632,tile_y896_x1344,9785,1323,1734,153,427,390,71,797,796,3.71,0.304,2,0.0321,196673,1,0.9503562667912627
z9632,tile_y896_x1344,9816,1318,1652,184,422,308,71,375,491,2.14,0.231,2,0.0321,196673,1,0.9190772733360117
z9632,tile_y896_x1344,9828,1283,1656,196,387,312,384,568,565,4.29,0.255,1,0.0317,194315,1,0.8818847847891501
z9632,tile_y896_x1344,9847,1266,1750,215,370,406,633,552,384,2.14,0.38,2,0.0321,196673,1,0.7646575443650397
z9856,tile_y1344_x0,9932,1732,325,76,388,325,562,542,60,2.14,0.548,2,0.059,201805,1,0.8747868914567153
z9856,tile_y1344_x0,9959,1803,348,103,459,348,629,602,573,1.86,0.588,2,0.0309,105655,1,0.9924606151537885
z9856,tile_y1344_x0,9972,1792,335,116,448,335,629,573,914,6.14,0.566,2,0.0309,105655,1,1.0265546013764542
z9856,tile_y1344_x0,9995,1717,417,139,373,417,617,746,211,1.86,0.733,2,0.3417,1298885,1,0.9213053918358437
z9856,tile_y1344_x0,10010,1745,339,154,401,339,914,209,301,3.57,0.212,2,0.3417,1298885,1,0.9563050819537106
z9856,tile_y1344_x0,10011,1650,327,155,306,327,686,203,914,1.71,0.467,2,0.3417,1298885,1,0.9671768581581285
z9856,tile_y1344_x0,10024,1641,332,168,297,332,253,287,914,1.71,0.334,2,0.3417,1298885,1,0.9901517016723168
z9856,tile_y1344_x0,10025,1775,376,169,431,376,746,677,656,3.29,0.378,2,0.3417,1298885,1,1.0318565362395438
z9856,tile_y1344_x0,10025,1820,442,169,476,442,705,312,736,2.71,0.316,2,0.3417,1298885,1,0.8957008422138192
z9856,tile_y1344_x0,10027,1782,305,171,438,305,914,772,744,4.0,0.34,1,0.3417,1298885,1,1.120226984824591
z9856,tile_y1344_x0,10031,1807,385,175,463,385,746,682,656,4.57,0.329,1,0.3417,1298885,1,0.9706138959390863
z9856,tile_y1344_x0,10059,1411,466,203,67,466,366,381,349,1.86,0.332,2,0.0459,31926,1,0.8879401922770489
z9856,tile_y1344_x0,10061,1784,361,205,440,361,914,877,832,1.86,0.214,2,0.3417,1298885,1,0.9411204761376659
z9856,tile_y1344_x0,10068,1753,315,212,409,315,914,868,856,2.29,0.4,2,0.3417,1298885,1,1.2454992426311737
z9856,tile_y1344_x0,10069,1798,303,213,454,303,914,744,682,4.0,0.535,2,0.3417,1298885,1,1.3317689292889372
z9856,tile_y1344_x0,10078,1790,335,222,446,335,914,877,842,1.71,0.465,2,0.3417,1298885,1,1.1416927399908328
z9856,tile_y1344_x1792,10008,1501,1834,152,157,42,2950,3163,3065,2.73,0.4,1,0.3733,2814001,1,1.0936804674665723
z9856,tile_y1344_x2240,9894,1712,2603,38,368,363,1753,2141,1340,2.14,0.663,2,0.1573,1441681,1,0.8100156874875716
z9856,tile_y1344_x2240,9897,1647,2329,41,303,89,1511,1800,1838,2.43,0.407,2,0.2855,2681562,1,0.9513084869774886
z9856,tile_y1344_x2240,9900,1493,2401,44,149,161,1793,1978,186,3.71,0.221,2,0.0637,293002,1,1.06281026067089
z9856,tile_y1344_x2240,9900,1578,2568,44,234,328,1759,1731,1883,2.14,0.385,2,0.1573,1441681,1,1.0202151193836295
z9856,tile_y1344_x2240,9901,1639,2602,45,295,362,1808,1839,1820,2.43,0.473,2,0.1573,1441681,1,1.108549864990483
z9856,tile_y1344_x2240,9907,1557,2617,51,213,377,1572,2091,1544,2.57,0.48,2,0.1573,1441681,1,1.0044985194746032
z9856,tile_y1344_x2240,9914,1504,2402,58,160,162,1854,1978,186,2.14,0.51,2,0.0637,293002,1,1.0619309988593073
z9856,tile_y1344_x2240,9914,1657,2437,58,313,197,1811,1916,2062,2.57,0.502,2,0.2855,2681562,1,1.0929033858924906
z9856,tile_y1344_x2240,9922,1672,2712,66,328,472,1905,2070,1839,2.43,0.38,2,0.1573,1441681,1,1.006015280523035
